Code,품목,제품유형 3차분류,제품유형 2차분류,제품유형 1차분류,굿즈 Status 1.goods,PB/NB,출시일,리뉴얼,단종일,"판매일수 
(딘종일-출시일)","판매월 
(딘종일-출시일)",시즌,시즌_1,IP,수주액 2022,수주액 2022/01,수주액 2022/02,수주액 2022/03,수주액 2022/04,수주액 2022/05,수주액 2022/06,수주액 2022/07,수주액 2022/08,수주액 2022/09,수주액 2022/10,수주액 2022/11,수주액 2022/12,수주액 2023,수주액 2023/01,수주액 2023/02,수주액 2023/03,수주액 2023/04,수주액 2023/05,수주액 2023/06,수주액 2023/07,수주액 2023/08,수주액 2023/09,수주액 2023/10,수주액 2023/11,수주액 2023/12,수주액 2024,수주액 2024/01,수주액 2024/02,수주액 2024/03,수주액 2024/04,수주액 2024/05,수주액 2024/06,수주액 2024/07,수주액 2024/08,수주액 2024/09,수주액 2024/10,수주액 2024/11,수주액 2024/12,수주액 2025,수주액 2025/01,수주액 2025/02,수주액 2025/03,수주액 2025/04,수주액 2025/05,수주액 2025/06,수주액 2025/07,수주액 2025/08,수주액 2025/09,수주액 2025/10,수주액 2025/11,수주액 2025/12,판매량 2022,판매량 2022/01,판매량 2022/02,판매량 2022/03,판매량 2022/04,판매량 2022/05,판매량 2022/06,판매량 2022/07,판매량 2022/08,판매량 2022/09,판매량 2022/10,판매량 2022/11,판매량 2022/12,판매량 2023,판매량 2023/01,판매량 2023/02,판매량 2023/03,판매량 2023/04,판매량 2023/05,판매량 2023/06,판매량  2023/07,판매량 2023/08,판매량 2023/09,판매량 2023/10,판매량 2023/11,판매량 2023/12,판매량 2024,판매량 2024/01,판매량 2024/02,판매량 2024/03,판매량 2024/04,판매량 2024/05,판매량 2024/06,판매량 2024/07,판매량 2024/08,판매량 2024/09,판매량 2024/10,판매량 2024/11,판매량 2024/12,판매량 2025,판매량 2025/01,판매량 2025/02,판매량 2025/03,판매량 2025/04,판매량 2025/05,판매량 2025/06,판매량 2025/07,판매량 2025/08,판매량 2025/09,판매량 2025/10,판매량 2025/11,판매량 2025/12,구성비 2022,구성비 2022/01,구성비 2022/02,구성비 2022/03,구성비 2022/04,구성비 2022/05,구성비 2022/06,구성비 2022/07,구성비 2022/08,구성비 2022/09,구성비 2022/10,구성비 2022/11,구성비 2022/12,구성비 2023,구성비 2023/01,구성비 2023/02,구성비 2023/03,구성비 2023/04,구성비 2023/05,구성비 2023/06,구성비 2023/07,구성비 2023/08,구성비 2023/09,구성비 2023/10,구성비 2023/11,구성비 2023/12,구성비 2024,구성비 2024/01,구성비 2024/02,구성비 2024/03,구성비 2024/04,구성비 2024/05,구성비 2024/06,구성비 2024/07,구성비 2024/08,구성비 2024/09,구성비 2024/10,구성비 2024/11,구성비 2024/12,구성비 2025,구성비 2025/01,구성비 2025/02,구성비 2025/03,구성비 2025/04,구성비 2025/05,구성비 2025/06,구성비 2025/07,구성비 2025/08,구성비 2025/09,구성비 2025/10,구성비 2025/11,구성비 2025/12,SKU 2022,SKU 2022/01,SKU 2022/02,SKU 2022/03,SKU 2022/04,SKU 2022/05,SKU 2022/06,SKU 2022/07,SKU 2022/08,SKU 2022/09,SKU 2022/10,SKU 2022/11,SKU 2022/12,SKU 2023,SKU 2023/01,SKU 2023/02,SKU 2023/03,SKU 2023/04,SKU 2023/05,SKU 2023/06,SKU 2023/07,SKU 2023/08,SKU 2023/09,SKU 2023/10,SKU 2023/11,SKU 2023/12,SKU 2024,SKU 2024/01,SKU 2024/02,SKU 2024/03,SKU 2024/04,SKU 2024/05,SKU 2024/06,SKU 2024/07,SKU 2024/08,SKU 2024/09,SKU 2024/10,SKU 2024/11,SKU 2024/12,SKU 2025,SKU 2025/01,SKU 2025/02,SKU 2025/03,SKU 2025/04,SKU 2025/05,SKU 2025/06,SKU 2025/07,SKU 2025/08,SKU 2025/09,SKU 2025/10,SKU 2025/11,SKU 2025/12,판매가 구간,100개 기준 판매가,300개 기준 판매가,검토 내용,[예림] 비고,"판매일 2023/01 
품절일제외","판매일 2023/02 
품절일제외",판매일 2023/03,판매일 2023/04,판매일 2023/05,판매일 2023/06,판매일 2023/07,판매일 2023/08,판매일 2023/09,판매일 2023/10,판매일 2023/11,판매일 2023/12,판매일 2024/01,판매일 2024/02,판매일 2024/03,판매일 2024/04,판매일 2024/05,판매일 2024/06,판매일 2024/07,판매일 2024/08,판매일 2024/09,판매일 2024/10,판매일 2024/11,판매일 2024/12,판매일 2025/01,판매일 2025/02,판매일 025/03,판매일 2025/04,판매일 2025/05,판매일 2025/06,판매일 2025/07,판매일 2025/08,판매일 2025/09,판매일 2025/10,판매일 2025/11,판매일 2025/12,"활성 판매월 2023  
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월","활성 판매월 2023 
품절일제외
여름, 겨울시즌 3개월_2","판매월 2023 
품절일제외
여름, 겨울시즌 3개월","판매월 2024 
품절일제외
여름, 겨울시즌 3개월","판매월 2025 
품절일제외
여름, 겨울시즌 3개월","월평균 2023
수주액 / 활성판매월","월평균 2024
수주액 / 활성판매월","월평균 2025
수주액 / 활성판매월","월평균 2023
수주액 / 판매월","월평균 2024
수주액 / 판매월","월평균 2025
수주액 / 판매월",판매일 2023(휴일제외),판매일 2024(휴일제외),판매일 2025(휴일제외),영업일 2023(출시 및 단종일 고려),영업일 2024출시 및 단종일 고려),영업일 2025 9월 30일까지출시 및 단종일 고려),영업일수 2025 ,품절율 2023,품절율 2024,"품절율 2025  
9월 30일까지",월평균 2023,소싱구분
SSSV,신시어리서비스,기타,기타,신시어리서비스,판매중,,,,,,,,,,545809079,23102965,22213400,28417150,54517130,39680900,45308583,32595656,39484540,31924611,50476994,115460947,62626203,500686962,28531808,23758318,43416570,35744439,34669200,28829277,48471012,15903504,35772800,43547233,68054857,93987944,499963820,35221331,36619449,12103741,38700416,35913130,30807252,35246900,46982031,41777849,54511763,70750078,61329880,472660426,44572879,29219935,26807364,27983016,17603337,25570235,35310984,41474371,43885916,60470999,57708696,62052694,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,,0.03966,0.03917,0.04061,0.04278,0.04792,0.03929,0.03761,0.0373,0.03182,0.03307,0.03594,0.04627,0.03847,0.03871,0.03236,0.03491,0.04405,0.05693,0.0375,0.03812,0.05352,0.01809,0.03421,0.03459,0.03772,0.04306,0.03751,0.03964,0.04492,0.02038,0.04264,0.0393,0.02967,0.03943,0.04591,0.03782,0.03172,0.03696,0.04048,0.03812,0.04802,0.04085,0.02716,0.02804,0.03382,0.04045,0.03382,0.04321,0.03784,0.05225,0.03511,0.04224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,서비스 품목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
STBK,소프트터치 블루투스 키보드,휴대용 키보드,무선 키보드,Tech,판매중,NB,2020.10.22,,,1935,63.7,,,,141776180,6317750,7008500,8037000,26888000,19158350,8037000,6029000,,,26462300,14367100,19471180,32748900,3189000,8746400,1634000,2633300,1600000,,1625000,6418000,,,1615000,5288200,47738920,6325000,3120000,,1918200,14498000,3249000,,1615000,,8446520,8567200,,45034270,,1918200,2621400,14466870,1665000,,,,1665000,1615000,9015400,12067400,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,200,100,,60,450,100,,50,,256,260,,2344,,60,85,459,50,620,320,,50,50,280,370,0.0103,0.01071,0.01281,0.0121,0.02363,0.01897,0.00667,0.0069,0,0,0.01884,0.00576,0.01196,0.00253,0.00362,0.01285,0.00166,0.00419,0.00173,0,0.00179,0.0073,0,0,0.0009,0.00242,0.00358,0.00712,0.00383,0,0.00211,0.01586,0.00313,0,0.00158,0,0.00491,0.00448,0,0.00363,0,0.00268,0.00266,0.0145,0,0,0,0,0.00144,0.0014,0.00548,0.00821,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,06_2.5만~3만원,"₩29,000","₩28,800",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"6,549,780","3,978,243","2,111,630","6,433,467","3,978,243","45,034,270",214,365,31,260,262,195,,0.1769,-0.39,0.841,,국내소싱
STBX,Stationery 페이퍼박스,페이퍼형,G형박스,Kit,판매중,PB,2023.9.20,,,872,28.7,,,,0,,,,,,,,,,,,,29598640,,,,,,,,,,2084040,6179600,21335000,16040600,1650000,,,,,,1121600,,967000,205000,3455000,8642000,29246230,410000,699200,,410000,,2027400,1392000,,,9421630,12694000,2192000,,,,,,,,,,,,,,,,,,,,,,,,,,,5480,500,,,,,,280,,650,50,1400,2600,8023,100,190,,100,,,,,,3173,3860,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229,0,0,0,0,0,0,0,0,0,0.00166,0.00343,0.00977,0.0012,0.00186,0,0,0,0,0,0.00125,0,0.00088,0.00012,0.0018,0.0057,0.00236,0.00044,0.00098,0,0.00041,0.00268,0.00159,0.00268,0,0,0.00814,0.00772,0.00149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩2,300","₩2,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,"29,598,640",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,73,262,195,,1,1,1,,
STCK,재고생산,기타,기타,기타,판매중,,,,,,,,,,0,,,,,,,,,,,,,136200,,,,,,,136200,,,,,0,60000,,,,60000,,,,0,,,,,840000,,,840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0.00007,0,0,0,0,0,0,0,0,0.00007,0,0,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,서비스 품목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
STCN,스테이쿨 넥쿨러,넥쿨러,계절용품,Lifestyle,졸업,NB,2024.4.30,,2025.7.28,454,14.9,계절적제품: 여름,계절적제품: 여름,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,5569500,,,,,1740000,3829500,,,,,,,5160000,,,,,,1647500,3512500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,,,,,200,405,,,,,,,430,,,,,,,430,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0.0019,0.00369,0,0,0,0,0,0,0.00042,0,0,0,0,0.00218,0.00402,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,02_5천~1만원,"₩6,500","₩6,300",단종(견적서 등록 완료),,,,,,,,,,,,,,,,,2,31,30,31,31,30,31,30,30,,,,,,,,,,,,,3,3,3,0,9,0,0,"1,856,500",0,#DIV/0!,"618,833",#DIV/0!,0,246,0,0,176,149,,,-0.4,1,,
STCP,센텐스 펜,플락스틱펜,펜,Stationery,판매중,NB,2021.6.15,2022.11.30,,1699,55.9,,,,36685580,,,,,,,,,1620000,4040000,19353580,11672000,30862000,990000,,,4099000,2120000,,7120000,5200000,900000,8825000,720000,888000,13367500,,2364000,,,1336000,4900000,2547500,1110000,1110000,,,,14608000,,840000,1110000,,,,,949000,900000,6549000,630000,3630000,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,,900,,,400,2000,800,300,300,,,,5791,,300,300,,,190,,300,300,2901,300,1200,0.00267,0,0,0,0,0,0,0,0,0.00168,0.00288,0.00776,0.00717,0.00239,0.00112,0,0,0.00653,0.00229,0,0.00786,0.00591,0.00086,0.00701,0.0004,0.00041,0.001,0,0.0029,0,0,0.00146,0.00472,0.00285,0.00108,0.001,0,0,0,0.00118,0,0.00117,0.00112,0,0,0,0,0.00099,0.00078,0.00566,0.00038,0.00247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,₩0,"₩1,400",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"6,172,400","1,113,958",0,"2,086,857","1,113,958","14,608,000",214,365,31,260,262,195,,0.1769,-0.39,0.841,,국내소싱
STDL,심볼릭 샤프 & 형광펜 세트 | 스테들러,형광펜,형광펜,Stationery,판매중,NB,2024.7.26,,,562,18.5,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,5152800,,,,,,,,768900,,790000,365000,3228900,20786890,,3627140,3749000,670000,2532200,4718200,1880000,89000,620000,2411350,490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,,,110,,100,50,410,2972,,522,600,100,365,620,300,,100,315,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039,0,0,0,0,0,0,0,0.00075,0,0.00046,0.00019,0.00213,0.00168,0,0.00507,0.0038,0.00067,0.00624,0.00215,0.00624,0.00009,0.00053,0.00208,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩6,200","₩6,200",,,,,,,,,,,,,,,,,,,,,2,31,30,31,30,30,31,,,,,,,,,,,,1,3,4,0,6,1,0,"1,717,600","197,500",#DIV/0!,"858,800","20,786,890",0,154,31,0,113,195,,,-0.36,0.841,,국내소싱
STHD,스트레치 사원증 홀더,사원증,사원증,Lifestyle,판매중,PB,2021.9.2,,,1620,53.3,,,,27968600,3112500,6341200,1410000,3035000,2939000,2650000,1470000,1410000,,2580000,1340000,1680900,55797400,4160000,4770000,1190000,1410000,5975000,3050400,4299000,6280000,4059000,,19274000,1330000,42874400,1510000,1410000,1480000,12900000,,,5640000,1510000,11024400,,,7400000,9297250,,1620000,,,1510000,,1510000,,,4657250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080,100,100,100,1000,,,400,100,780,,,500,625,,100,,,100,,100,,,325,,,0.00203,0.00528,0.01159,0.00212,0.00267,0.00291,0.0022,0.00168,0.00114,0,0.00184,0.00054,0.00103,0.00431,0.00472,0.00701,0.00121,0.00225,0.00646,0.00403,0.00475,0.00714,0.00388,0,0.01068,0.00061,0.00322,0.0017,0.00173,0.00249,0.01421,0,0,0.00631,0.00148,0.00998,0,0,0.00488,0.00075,0,0.00226,0,0,0,0.00173,0,0,0,0.00402,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03_1만~1.5만원,"₩13,100","₩12,700",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"11,159,480","3,572,867",0,"1,328,179","3,572,867","9,297,250",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
STK,클린-잇 스티커,커스텀 스티커,스티커,Lifestyle,졸업,PB,2019.4.29,,2020.1.14,260,8.6,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,단종(견적서 없음),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0,,,,,,
STLD,스탠리 데일리 텀블러,스텐 텀블러,텀블러,Drinkware,판매중,NB(브랜드),2024.10.31,,,465,15.3,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,49145200,,,,,,,,,,7900000,22476600,18768600,62971230,,,,3650000,17324490,1617420,7425000,6160600,9935600,5715000,11143120,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,,,,,,,,,,250,550,580,1925,,50,,100,460,42,200,160,260,150,293,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0.0046,0.01174,0.01239,0.00508,0,0,0,0.00366,0.00214,0.00851,0.00214,0.00642,0.00857,0.00494,0.00678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,08_3.5만~4만원,"₩36,500","₩36,500",,,,,,,,,,,,,,,,,,,,,,,,,5,30,31,,,,,,,,,,,,1,0,3,0,2,1,0,#DIV/0!,"2,633,333",#DIV/0!,"24,572,600","62,971,230",0,35,31,0,44,195,,,0.2,0.841,,국내소싱
STLS,스탠리 슬림 보틀,스텐 텀블러,텀블러,Drinkware,판매중,NB(브랜드),2024.11.1,,,464,15.3,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,47450200,,,,,,,,,,,,47450200,75008400,8190000,22211500,3910000,0,8280000,1242000,14566000,,1260300,,7462800,7885800,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,,,,,,,,,,,,1460,1776,230,650,100,6,200,30,350,,30,,180,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356,0,0,0,0,0,0,0,0,0,0,0,0.03132,0.00605,0.00882,0.03105,0.00396,0,0.00164,0.01669,0.00164,0,0.00109,0,0.00454,0.00537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,08_3.5만~4만원,"₩40,000","₩40,000",,,,,,,,,,,,,,,,,,,,,,,,,5,30,31,,,,,,,,,,,,1,0,3,0,2,1,0,#DIV/0!,0,#DIV/0!,"23,725,100","75,008,400",0,35,31,0,43,195,,,0.19,0.841,,국내소싱
STMC,스트랩 마스크케이스,마스크 케이스,위생,Lifestyle,졸업,PB,2020.6.22,,2025.4.30,1773,58.3,,,,13104160,,4559000,5070000,,,1334160,,69000,,,936000,1136000,0,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,0,100,0,0,0,,0,0.00095,0,0.00834,0.00763,0,0,0.00111,0,0.00006,0,0,0.00038,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,01_0~5천원,"₩2,700","₩2,500",단종(견적서 등록 완료),,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,,,,,,,,,,,,,5,12,3,7,12,0,0,0,0,0,0,#DIV/0!,214,365,0,260,262,86,,0.1769,-0.39,1,,
STPB,Storage 펄프 박스,펄프,슬리브박스,Kit,판매중,PB,2024.4.26,,,653,21.5,,,디자인권,0,,,,,,,,,,,,,0,,,,,,,,,,,,,23696940,,,,,330000,2677500,3090000,4400500,2895240,3669000,5084700,1550000,14347900,583500,417300,,2413100,1000000,,1150000,1360000,630000,300000,2310000,4184000,,,,,,,,,,,,,,,,,,,,,,,,,,,3598,,,,,50,450,450,600,428,600,770,250,2210,75,65,,370,150,,100,200,100,50,350,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178,0,0,0,0,0.00036,0.00258,0.00346,0.0043,0.00262,0.00213,0.00266,0.00102,0.00116,0.00063,0.00058,0,0.00242,0,0.00132,0,0.00142,0.00054,0.00026,0.00141,0.00285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩4,200","₩4,200",,,,,,,,,,,,,,,,,,,24,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,5,4,0,8,1,0,"4,739,388","917,250",#DIV/0!,"2,962,118","14,347,900",0,237,31,0,178,195,,,-0.33,0.841,,
STPF,스탠딩 휴대용 선풍기,선풍기,계절가전,Tech,판매중,NB,2024.3.29,,,681,22.4,계절적제품: 여름,계절적제품: 여름,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,41535800,,,,2560000,10612800,10008600,7592000,2962000,,,7800400,,21391100,,,2530000,13239500,30000,,2570000,,3021600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670,,,,100,420,420,300,120,,,310,,770,,,100,550,0,,,,120,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312,0,0,0,0.00282,0.01161,0.00964,0.00849,0.00289,0,0,0.00407,0,0.00173,0,0,0.00256,0.01327,0,0.00294,0,0,0.00261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,05_2만~2.5만원,"₩22,200","₩21,700",,,,,,,,,,,,,,,,,,15,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,3,3,4,0,9,1,0,"13,845,267",0,#DIV/0!,"4,615,089","21,391,100",0,259,31,0,198,195,,,-0.31,0.841,,
STSM,스타일 수면안대,휴대용,수면안대,Travel,판매중,PB,2021.4.15,,,1760,57.9,,,,47926900,3876000,4211000,1664500,,2995000,2456000,3839000,10044000,1589800,7652000,2440000,7159600,48067080,,5398680,,5567700,4456000,9837000,3394700,2640000,5710000,5189000,4104000,1770000,36559000,,,930000,,3729000,,580000,6010000,4893000,6560400,12896600,960000,47273000,5791500,650000,3215000,8289200,9146400,1402500,2450000,8874600,3732200,1731600,1300000,690000,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,100,,400,,100,800,620,1010,1410,100,6121,702,100,400,1104,1102,150,300,1103,620,220,200,120,0.00348,0.00657,0.0077,0.00251,0,0.00297,0.00204,0.00439,0.00809,0.00165,0.00545,0.00098,0.0044,0.00372,0,0.00793,0,0.00887,0.00482,0.01301,0.00375,0.003,0.00546,0.00412,0.00227,0.00081,0.00274,0,0,0.00157,0,0.00408,0,0.00065,0.00587,0.00443,0.00382,0.00674,0.00063,0.00381,0.00624,0.00091,0.00326,0.00831,0.00185,0.00281,0.00185,0.00925,0.00322,0.0015,0.00079,0.00047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,02_5천~1만원,"₩5,800","₩5,600",,,,,,,,,,,,8,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,1,12,4,3,12,1,"48,067,080","3,046,583","1,640,100","15,757,667","3,046,583","47,273,000",69,365,31,260,262,195,,0.7346,-0.39,0.841,,
STSW,스테인리스 빨대 세트,스테인레스 빨대,빨대,Drinkware,,NB,2019.3.1,,,2536,83.4,,,,6544560,,1018000,607200,,574740,560000,1470000,1556720,,,,757900,10649200,,,560000,2806000,4200,560000,702000,,12600,4015500,,1988900,1977500,,,,,,580000,,,,,,1397500,2168500,771000,,580000,,,,,,,817500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,100,,,,,,250,1074,201,,100,,,,,623,,150,,,0.00048,0,0.00186,0.00091,0,0.00057,0.00046,0.00168,0.00125,0,0,0,0.00047,0.00082,0,0,0.00057,0.00447,0,0.00074,0.00078,0,0.00001,0.00319,0,0.00091,0.00015,0,0,0,0,0,0.00056,0,0,0,0,0,0.00092,0.00017,0.00083,0,0.00059,0,0,0,0,0,0,0.00071,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,01_0~5천원,"₩1,600","₩1,100",,,,,,,,30,31,31,30,31,30,31,31,29,31,30,31,30,31,31,30,31,30,30,31,,,,,,,,,,,,5,12,4,7,12,1,"2,129,840","164,792",0,"309,786","164,792","2,168,500",214,365,31,260,262,195,,0.1769,-0.39,0.841,,
