파츠명 (Long ver),굿즈 연결 현황 (from item),파츠 유형,파츠: 가로x세로x높이(장폭고),파츠: 지류/소재,발주 세부사항(임가공 포함),재고여부,제작협력사,itemdb (new),1개_표준원가,50개_표준원가,100개_표준원가,300개_표준원가,500개_표준원가,1000개_표준원가,3000개_표준원가,5000개_표준원가,10000개_표준원가,30000개_표준원가,재고_리드타임,파츠 제작 리드타임_기본_500개,파츠 제작 이동 리드타임,파츠 제작 리드타임_수량별 조정_1000개,파츠 제작 리드타임_수량별 조정_3000개,파츠 총 제작 리드타임_기본_500개,파츠 총 제작 리드타임_1000개,파츠 총 제작 리드타임_3000개,파츠 제작 리드타임_수량별 조정_100개,파츠 총 제작 리드타임_100개,파츠 제작 리드타임_수량별 조정_300개,파츠 총 제작 리드타임_300개
PT0032-UV_피규어다리전면_인스타피규어_DMK,,Printing Parts,,,,,DMK,"CPLG_PT0032-UV_피규어다리전면_인스타피규어_DMK[인스타피규어_기본피규어],ISGK_PT0032-UV_피규어다리전면_인스타피규어_DMK[인스타피규어_기본피규어]",,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0033-레더홀더_브라운,,Product Parts,,,,,부흥사,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1544-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-48,,Package Parts,40x130,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,"ILHC_PT1544-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-48[전용_덮개박스],ILHC_PT1544-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-48[OPP]",,250,250,220,200,180,150,120,100,0,,2,1,2,4,2,4,6,,2,,2
PT0893-실크_2색_모이스트듀얼가습기_신명인쇄,,Printing Parts,,,,,신명인쇄,MODU_PT0893-실크_2색_모이스트듀얼가습기_신명인쇄[모이스트듀얼가습기],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0034-슬로건다이어리_내지(만년달력),,Product Parts,136x196,모조 미색 80g,"1. 내지
1) 사철제본
2) 귀도리 4R
2) 총 192p
     ㄴ1~25p 먼슬리플랜 양면먹1도
     ㄴ26~192p 줄노트(반복) 양면먹1도 

2. 면지
1) 삼화 _밍크지 블랙	150g
2) 규격 : 291x200mm (가로 : 138x15x138mm)
3) 인쇄없음

3. 합포원단
마이크로 검정

4. 가름끈
1) 시오리, 폭 3.5mm, 길이, 55mm
2) 기성 : 3번 진회색

*면지, 합포원단, 가름끈 변경불가",,(주)청산인쇄,SLGN_PT0034-슬로건다이어리_내지(만년달력),,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1126-샘플(실크)_1색_전면_투웨이에코쇼핑백_개미기획,,Printing Parts,,,,,개미기획,TWOS_PT1126-샘플(실크)_1색_전면_투웨이에코쇼핑백_개미기획[쇼핑백],,0,0,0,0,0,0,0,0,0,,3,,,,3,3,3,,3,,3
PT0035-지그스위스보틀(500ml)_블랙,,Product Parts,,,,,하이드로웍스,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1601-샘플(2색인쇄),,Printing Parts,,,,,신명인쇄,"CPSY_PT1601-샘플(2색인쇄)[케어풀포켓새니타이저],PDCG_PT1601-샘플(2색인쇄)[노스트레스PD충전기],STCP_PT1601-샘플(2색인쇄)[센텐스펜]",,0,0,0,0,0,0,0,0,0,,5,,,,5,5,5,,5,,5
PT0928-미니멀무선충전마우스패드(와이드)_더스트그레이,,Product Parts,346x225,,,,브로스앤컴퍼니 주식회사,WLMD_PT0928-미니멀무선충전마우스패드(와이드)_더스트그레이,19455,15455,15182,14818,14545,14545,14545,14545,14545,14545,,1,2,,,1,1,1,,1,,1
PT0036-원핸드텀블러(470ml)_실버,,Product Parts,,,,,하이드로웍스,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0929-미니멀무선충전마우스패드(스플릿)_라떼크림,,Product Parts,240x215,,,,브로스앤컴퍼니 주식회사,WLMD_PT0929-미니멀무선충전마우스패드(스플릿)_라떼크림,21273,17273,17091,16818,16364,16364,16364,16364,16364,16364,,1,2,,,1,1,1,,1,,1
PT0037-얼티밋배터리_스카이블루,,Product Parts,,,,,단미,UTBT_PT0037-얼티밋배터리_스카이블루,,0,16900,16200,15500,15100,14700,14700,14700,14700,,,,,,,0,0,,0,,0
PT0038-브링유어컵텀블러_바디_브라운,,Product Parts,,,,,강천FNT,BYCT_PT0038-브링유어컵텀블러_바디_브라운,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0039-실크_화이트볼펜_신명인쇄,,Printing Parts,,,,,신명인쇄,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0970-샘플(무지내지.비접착),,Printing Parts,,백색모조지 80g,"상단 본제작과 동일 옵션
0) 낱장인쇄 생략
1) 샘플 컨펌 전 본제작 금지",,주식회사 베러웨이시스템즈,VMCB_PT0970-샘플(무지내지.비접착)[밸류메모큐브],,0,0,0,0,0,0,0,0,0,,7,,,,7,7,7,,7,,7
PT1470-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-14,,Package Parts,95x114x60,BV	400g,"1) 단면 4도 인쇄
2) 단면 무광코팅
3)옆면 접착",,(주)청산인쇄,AHFF_PT1470-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-14,,,2700,800,570,380,190,160,130,130,,6,1,2,4,6,8,10,,6,,6
PT0042-자수양말_컬러,,Product Parts,240~260,,,,준희어패럴,CSTS_PT0042-자수양말_컬러,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0485-아임낫어페이퍼컵_블랙,,Product Parts,80x180,,,,강천FNT,ICUP_PT0485-아임낫어페이퍼컵_블랙,,0,1500,1500,1500,1500,1500,1500,1400,1200,,,,,,,0,0,,0,,0
PT1519-배경지(커스텀인쇄)(키링)_화이트+옵셋풀컬러_000-9,,Package Parts,76x108,아트지 250g,"1) 양면 디지털 프린팅
2) 양면 무광코팅
3) 사각재단",,서울디지털인쇄협동조합,CPLG_PT1519-배경지(커스텀인쇄)(키링)_화이트+옵셋풀컬러_000-9[실버팩],5040,311,268,161,137,114,87,79,79,79,,0,1,1,2,0,1,2,,0,,0
PT0930-미니멀무선충전마우스패드(스플릿)_로즈,,Product Parts,240x215,,,,브로스앤컴퍼니 주식회사,WLMD_PT0930-미니멀무선충전마우스패드(스플릿)_로즈,,,,,,,,,,,,1,2,,,1,1,1,,1,,1
PT1068-에폭시스티커(원형)_화이트+디지털풀컬러,,Product Parts,17x17,에폭시,,,이지굿스,SFMP_PT1068-에폭시스티커(원형)_화이트+디지털풀컬러,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0486-아임낫어페이퍼컵_반투명,,Product Parts,80x180,,,,강천FNT,ICUP_PT0486-아임낫어페이퍼컵_반투명,,,1500,1500,1500,1500,1400,1400,1400,1400,,,,,,,0,0,,0,,0
PT1605-나염_210x290_퀄리티셔츠_크루티,,Printing Parts,,,,,크루티,QTSH_PT1605-나염_210x290_퀄리티셔츠_크루티[퀄리티셔츠],,1600,1100,1100,1100,1100,1100,1100,1100,1100,,,,,,,0,0,,0,,0
PT1507-유니크디퓨저_원액&향,,Product Parts,,,,,(주)단향,UNDF_PT1507-유니크디퓨저_원액&향[유니크디퓨저_보틀],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1553-레이저각인_캠핑무드폴딩박스_레마,,Printing Parts,60x50,,,,주식회사 레마,PDBX_PT1553-레이저각인_캠핑무드폴딩박스_레마[캠핑무드폴딩박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0745-전사_3색_외부360도_데일리머그_홍보요업,,Printing Parts,,,,,홍보요업,DMUG_PT0745-전사_3색_외부360도_데일리머그_홍보요업[데일리머그],150000,13622,7122,3393,2910,2120,1740,1740,1710,1710,,,,,,,0,0,,0,,0
PT1606-나염_290x390_퀄리티셔츠_크루티,,Printing Parts,,,,,크루티,QTSH_PT1606-나염_290x390_퀄리티셔츠_크루티[퀄리티셔츠],,1600,1400,1400,1400,1400,1400,1400,1400,1400,,,,,,,0,0,,0,,0
PT1564-컬러풀노트패드_커버(친환경)_컬러,,Product Parts,110x180mm,,,,(주)청산인쇄,CNPD_PT1564-컬러풀노트패드_커버(친환경)_컬러,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0043-드링크리얼에너지(흑마늘맛)_블랙,,Product Parts,,,,,잇츠에너지,DREL_PT0043-드링크리얼에너지(흑마늘맛)_블랙,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1763-OPP(기성)_200-3,,Package Parts,200x209,OPP,opp 임가공,,(주)청산인쇄,FRCL_PT1763-OPP(기성)_200-3,150,150,150,150,150,150,150,150,150,150,,,,,,,0,0,,0,,0
PT1155-실크_스트랩마스크케이스_비투비코리아,,Printing Parts,,,,,주식회사 비투비코리아,STMC_PT1155-실크_스트랩마스크케이스_비투비코리아[스트랩마스크케이스],,0,500,400,350,300,350,350,350,350,,,,,,,0,0,,0,,0
PT1829-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-2,,Package Parts,38x38x74,BV 350g,"1) 단면 4도인쇄
2) 단면 무광코팅
3) 매끈한면 인쇄
임가공)스옆면 접착	",,(주)청산인쇄,HDPS_PT1829-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_000-2,,,900,800,600,400,300,200,200,0,,6,1,2,4,6,8,10,,6,,6
PT1007-브랜뉴무선청소기_블랙,,Product Parts,65x65x232,,,,주식회사 엠피맨코리아,BNWV_PT1007-브랜뉴무선청소기_블랙,,27273,26364,26364,25455,25455,25455,25455,25455,25455,,,,,,,0,0,,0,,0
PT0770-듀얼USB3.1(128GB)_실버,,Product Parts,38.1x20.1x9.4,,,,주식회사 이제이네트웍스,DUSB_PT0770-듀얼USB3.1(128GB)_실버,,,19228,19228,19228,19228,19228,19228,19228,19228,,,,,,,0,0,,0,,0
PT0931-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-14,,Package Parts,92x75,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,WLMD_PT0931-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-14[전용_단품박스],,,,,,,,,,,,2,1,2,4,2,4,6,,2,,2
PT1602-샘플(1색인쇄),,Printing Parts,,,,,신명인쇄,"CPSY_PT1602-샘플(1색인쇄)[케어풀포켓새니타이저],PDCG_PT1602-샘플(1색인쇄)[노스트레스PD충전기],STCP_PT1602-샘플(1색인쇄)[센텐스펜]",,0,0,0,0,0,0,0,0,0,,5,,,,5,5,5,,5,,5
PT0668-그라운드쿠션체어_그레이,,Product Parts,430x390,,,,(주)반디야,GRCH_PT0668-그라운드쿠션체어_그레이,,0,10000,9500,8600,8050,7773,7773,6955,6955,,,,,,,0,0,,0,,0
PT0894-모이스트듀얼가습기_화이트,,Product Parts,186x105x113,,,,어썸리(구. 비코어랩),MODU_PT0894-모이스트듀얼가습기_화이트,,20000,20000,20000,20000,20000,20000,20000,20000,20000,,2,2,1,1,2,3,3,,2,,2
PT1704-실크_페이머스캡슐보틀_제이더블유굿즈,,Printing Parts,,,실크인쇄,,주식회사 제이더블유굿즈,FACB_PT1704-실크_페이머스캡슐보틀_제이더블유굿즈[페이머스캡슐보틀],100000,2000,1000,600,556,413,363,363,313,313,,,,,,,0,0,,0,,0
PT0705-UV_4도_글로시키링_코알라디자인,,Printing Parts,,,,,코알라디자인,"GKEY_PT0705-UV_4도_글로시키링_코알라디자인[글로시키링_레귤러아크릴],GKEY_PT0705-UV_4도_글로시키링_코알라디자인[글로시키링_라지아크릴]",0,2600,1300,1000,940,900,900,900,900,900,,,,,,,0,0,,0,,0
PT0436-슬리브(커스텀인쇄)_화이트+옵셋지정색_400-1,,Package Parts,477x177x105.5,"(선택필요)
삼원 하이보드 #45A 블랙	400g / 삼원 하이보드 #43A 순백색 400g 
(합지) 스노우지 300g","1) ?도 인쇄
2) 단면무광코팅
(임가공) 옆면 접착",,(주)청산인쇄,BOXS_PT0436-슬리브(커스텀인쇄)_화이트+옵셋지정색_400-1[골지트레이박스],,,,,,,,,,0,,,,,,,0,0,,0,,0
PT1590-라벨스티커(컴퍼니워터)_화이트+디지털금은색,,Product Parts,,,,,헬로우비,CWTR_PT1590-라벨스티커(컴퍼니워터)_화이트+디지털금은색[컴퍼니워터],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0962-바캉스드라이백_옐로우,,Product Parts,310x570,PVC,,,(주) 한국코사,DRYB_PT0962-바캉스드라이백_옐로우,,0,4100,4100,3900,3800,3800,3800,3800,3800,,,,,,,0,0,,0,,0
PT0583-원형스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1,,Package Parts,60x60,초강접 스티커 90g,,,서울디지털인쇄협동조합,"SZBT_PT0583-원형스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1[슬라이드지퍼백],CNPB_PT0583-원형스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1[슬라이드지퍼백],CNPD_PT0583-원형스티커(커스텀인쇄)_화이트+디지털풀컬러_000-1[슬라이드지퍼백]",2000,200,200,180,160,150,130,110,90,70,,,,,,,0,0,,0,,0
PT1482-UV_워터풀무선가습기_태진기획,,Printing Parts,,,,,태진실크,WTWH_PT1482-UV_워터풀무선가습기_태진기획[워터풀무선가습기],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1143-휴대용치약(오리지널맛)_그린,,Product Parts,,,"20g, 오리지널",,헬로인터내셔널(주),"STTB_PT1143-휴대용치약(오리지널맛)_그린,RBTB_PT1143-휴대용치약(오리지널맛)_그린",,0,0,0,0,0,0,0,0,0,,2,2,1,1,2,3,3,,2,,2
PT0957-믹스매치머그_화이트,,Product Parts,,,,,주식회사 지투에이,MIXM_PT0957-믹스매치머그_화이트,,27900,26900,24700,23900,22100,19600,19600,19600,19600,,,,,,,0,0,,0,,0
PT0511-웰컴페이퍼(커스텀인쇄)(Small)_반투명+블랙인쇄_100-1,,Package Parts,137x197,,,,서울디지털인쇄협동조합,OPPB_PT0511-웰컴페이퍼(커스텀인쇄)(Small)_반투명+블랙인쇄_100-1,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0443-브링유어컵텀블러_바디_아이보리,,Product Parts,,,,,강천FNT,BYCT_PT0443-브링유어컵텀블러_바디_아이보리,61100,7200,6650,6283,6220,6220,6220,6220,6220,6220,,,,,,,0,0,,0,,0
PT0487-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_100-1,,Package Parts,87*82,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,ICUP_PT0487-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_100-1[스탠다드_단품박스],,250,250,220,200,180,150,120,100,70,,2,1,2,4,2,4,6,,2,,2
PT1206-실크_스펙트럼컬러펜_신명인쇄,,Printing Parts,,,인쇄 위치 : 시안 참고 ,,신명인쇄,SPCP_PT1206-실크_스펙트럼컬러펜_신명인쇄[스펙트럼컬러펜],16000,720,360,187,112,106,102,101,101,100,,2,1,2,5,2,4,7,,2,,2
PT0512-오픈박스(커스텀인쇄)(Small)_블랙_100-3,,Package Parts,143x206x28,,,,(주)청산인쇄,OPPB_PT0512-오픈박스(커스텀인쇄)(Small)_블랙_100-3,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1782-레이저각인_프로페셔널와인오프너_상상이상,,Printing Parts,,,레이저인쇄,,상상이상,PWOP_PT1782-레이저각인_프로페셔널와인오프너_상상이상[프로페셔널와인오프너],,1000,600,600,600,600,600,600,600,600,,3,1,3,5,3,6,8,,3,,3
PT0044-플랫무선충전패드(원형)_화이트,,Product Parts,69x69x8,,,,코스맥스코리아,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0654-KF94마스크(대형)_블랙,,Product Parts,,,,,신우디스트리뷰션,MSKT_PT0654-KF94마스크(대형)_블랙,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1144-휴대용치약(자몽맛)_핑크,,Product Parts,,,단종 > 아카이빙,,미정(TBD),"STTB_PT1144-휴대용치약(자몽맛)_핑크,RBTB_PT1144-휴대용치약(자몽맛)_핑크",,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0045-젠더(Cto8pin)_블랙,,Product Parts,,,,,월드링크,VIRC_PT0045-젠더(Cto8pin)_블랙,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1000-공병_반투명,,Product Parts,21x21x85,,,,아이플,BTSZ_PT1000-공병_반투명[뷰티풀새니타이저(펌프형)],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1001-띠지(커스텀인쇄)_화이트+디지털풀컬러_200-2,,Package Parts,200x55,,"1) 단면인쇄
2) 단면무광코팅
3) 오시 1줄",,주식회사 베러웨이시스템즈,BTSZ_PT1001-띠지(커스텀인쇄)_화이트+디지털풀컬러_200-2[단품박스(튜브형)],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0047-띠지(커스텀인쇄)_화이트+디지털풀컬러,,Package Parts,,,"1) 단면인쇄
2) 단면무광코팅
3) 오시 1줄",,주식회사 베러웨이시스템즈,PICP_PT0047-띠지(커스텀인쇄)_화이트+디지털풀컬러[제조사_단품박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1536-인스타피규어_기본피규어_컬러,,Product Parts,,,,,엠알오즈(MROZ),"CPLG_PT1536-인스타피규어_기본피규어_컬러,ISGK_PT1536-인스타피규어_기본피규어_컬러[인스타가드닝키트],WOFS_PT1536-인스타피규어_기본피규어_컬러",6000,6000,3000,2700,2400,1650,1650,1650,1650,1650,,,,,,,0,0,,0,,0
PT0392-0%무염색타올(세면타올)_아이보리,,Product Parts,,,,,케이준컴퍼니,ZETW_PT0392-0%무염색타올(세면타올)_아이보리,,0,0,0,0,0,0,50,0,0,,,,,,,0,0,,0,,0
PT1096-슬리브(커스텀인쇄)_화이트+옵셋풀컬러_000-1,,Package Parts,47x47x53,몽블랑화이트 240g,"1) 단면인쇄
2) 단면무광코팅
3) 오시 4줄
",,주식회사 베러웨이시스템즈,CLEC_PT1096-슬리브(커스텀인쇄)_화이트+옵셋풀컬러_000-1,9300,636,395,212,193,165,128,122,121,121,,,,,,,0,0,,0,,0
PT1607-자수_팔_퀄리티셔츠_크루티,,Printing Parts,,,,,크루티,QTSH_PT1607-자수_팔_퀄리티셔츠_크루티[퀄리티셔츠],,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,,,,,0,0,,0,,0
PT0669-실크_그라운드쿠션체어_유어백,,Printing Parts,,,,,유어백,GRCH_PT0669-실크_그라운드쿠션체어_유어백[슬링백],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0048-색박(음각)_30x30_슬로건다이어리_유엘상사,,Printing Parts,,,,,유엘상사,SLGN_PT0048-색박(음각)_30x30_슬로건다이어리_유엘상사[슬로건다이어리],,0,1700,984,800,570,524,514,507,507,,,,,,,0,0,,0,,0
PT0049-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-27,,Package Parts,54x92,초강접스티커 90g,,,서울디지털인쇄협동조합,,2000,200,200,180,160,150,130,110,90,70,,,,,,,0,0,,0,,0
PT1554-캠핑무드폴딩박스_크림화이트,,Product Parts,522x373x320,"스-PP, 상판-프레스코컬러보드(친환경MDF)",,,주식회사 레마,PDBX_PT1554-캠핑무드폴딩박스_크림화이트,,0,13455,13455,13455,13000,13000,13000,13000,13000,,,,,,,0,0,,0,,0
PT1595-사각스티커(케어풀포켓새니타이저)_투명,,Product Parts,45x64,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,CPSY_PT1595-사각스티커(케어풀포켓새니타이저)_투명,,100,100,100,90,80,70,60,50,0,,2,1,2,4,2,4,6,,2,,2
PT0050-단품박스(커스텀인쇄)_화이트+옵셋풀컬러_100-8,,Package Parts,108x14x68,,,,(주)청산인쇄,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1816-실크_팬중앙_핑거팬_신명인쇄,,Printing Parts,,,,,신명인쇄,FING_PT1816-실크_팬중앙_핑거팬_신명인쇄[핑거팬],16000,2120,1060,1020,1012,1006,1002,1001,1001,1000,,,,,,,0,0,,0,,0
PT1831-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-22,,Package Parts,26x46,초강접스티커 90g,"1) 단면인쇄
2) 무광코팅",,서울디지털인쇄협동조합,HDPS_PT1831-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-22[단품박스(1개입)],,170,170,150,130,110,90,80,70,40,,2,1,2,4,2,4,6,,2,,2
PT0971-밸류메모큐브(비접착.XS.측면)_화이트+디지털풀컬러,,Product Parts,80x80x19,백색모조지 80g,"91B46B2684520883809

**최소수량 1개 (1개단위로 up)
1) 떡제본상철(떡메)
2) 측면인쇄_3방인쇄
",,주식회사 베러웨이시스템즈,VMCB_PT0971-밸류메모큐브(비접착.XS.측면)_화이트+디지털풀컬러[밸류메모큐브_측면],7980,2510,2457,2090,2090,2090,2090,2090,2090,2090,,10,,,,10,10,10,-3,7,,10
PT0437-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄_400-1,,Package Parts,460x160,컨셉트레싱지 170g,먹 1도인쇄,,(주)청산인쇄,BOXS_PT0437-웰컴페이퍼(커스텀인쇄)_반투명+블랙인쇄_400-1,,680,680,250,100,90,90,90,90,90,,3,1,3,5,3,6,8,-2,1,,3
PT1608-자수_100x100_퀄리티셔츠_크루티,,Printing Parts,,,,,크루티,QTSH_PT1608-자수_100x100_퀄리티셔츠_크루티[퀄리티셔츠],,2000,2000,2000,2000,2000,2000,2000,2000,2000,,,,,,,0,0,,0,,0
PT1320-펜류지지대_화이트_000-1,,Package Parts,35x140,,,,(주)청산인쇄,SPBP_PT1320-펜류지지대_화이트_000-1[단품박스],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1069-세이프미니파우치_메탈그레이,,Product Parts,180x110x63,ABS+PC,,,포미샵,SFMP_PT1069-세이프미니파우치_메탈그레이,,0,3909,3909,3909,3909,3909,3909,3909,3909,,1,2,1,1,1,2,2,,1,,1
PT0405-지지대(전용)_그레이_100-4,,Package Parts,150x225x55,"두성_
캐빈보드(그레이)	354g","1) 단면 인쇄
2) 후가공 ??",,(주)청산인쇄,BSKP_PT0405-지지대(전용)_그레이_100-4[슬리브_그레이],,,,,,,,,,,,7,1,2,4,7,9,11,-2,5,,7
PT0051-레이저각인_인레이저,,Printing Parts,,,,,인레이저,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT0417-공박(양각)_50x100_청산인쇄,,Printing Parts,,,공박-형압,,(주)청산인쇄,VABD_PT0417-공박(양각)_50x100_청산인쇄[밸류보드다이어리_커버],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1321-실크_심플블랙펜_신명인쇄,,Printing Parts,,,,,신명인쇄,SPBP_PT1321-실크_심플블랙펜_신명인쇄[심플블랙펜],,0,300,167,100,100,100,100,100,100,,,,,,,0,0,,0,,0
PT0052-공박(음각)_30x30_슬로건다이어리_유엘상사,,Printing Parts,,,,,유엘상사,SLGN_PT0052-공박(음각)_30x30_슬로건다이어리_유엘상사[슬로건다이어리],,0,1200,817,700,520,507,504,502,502,,,,,,,0,0,,0,,0
PT1434-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-35,,Package Parts,90x75,,,,서울디지털인쇄협동조합,ATWO_PT1434-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-35[단품박스(프리미엄)],,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,0,,0
PT1471-올데이핸즈프리선풍기_네이비,,Product Parts,60x49x67,,"1BOX =100개입
외박스크기 - 465x355x340mm",,하이온,AHFF_PT1471-올데이핸즈프리선풍기_네이비,,0,6364,6000,6000,5909,5909,5364,5091,5091,,1,2,1,2,1,2,3,,1,,1
PT1509-라벨스티커(보틀)_화이트+옵셋풀컬러,,Product Parts,153x45,"유포지 80g
","1) 사각2R
2) 단면 인쇄
3) 단면 무광코팅",,주식회사 베러웨이시스템즈,UNDF_PT1509-라벨스티커(보틀)_화이트+옵셋풀컬러[유니크디퓨저_보틀],10600,424,328,173,141,114,83,74,74,0,,,,,,,0,0,,0,,0
